chr,start,end,gene_ID,exon_number,strand,gene_name,isoforms
chr2L,878838,879799,FBgn0031292,13,-,CG15824,1
chr2L,878392,878773,FBgn0031292,14,-,CG15824,1
chr2L,877172,878334,FBgn0031292,15,-,CG15824,1
chr2L,1047956,1048053,FBgn0031294,1,-,IA-2,1
chr2L,1046810,1047022,FBgn0031294,2,-,IA-2,1
chr2L,1033687,1034190,FBgn0031294,3,-,IA-2,1
chr2L,1019268,1019321,FBgn0031294,4,-,IA-2,1
chr2L,1017711,1017768,FBgn0031294,5,-,IA-2,1
chr2L,1016139,1017641,FBgn0031294,6,-,IA-2,1
chr2L,1015993,1016076,FBgn0031294,7,-,IA-2,1
chr2L,1015315,1015927,FBgn0031294,8,-,IA-2,1
chr2L,1015035,1015256,FBgn0031294,9,-,IA-2,1
chr2L,1014777,1014974,FBgn0031294,10,-,IA-2,1
chr2L,1014550,1014716,FBgn0031294,11,-,IA-2,1
chr2L,1008378,1014484,FBgn0031294,12,-,IA-2,1
chr2L,1026105,1026897,FBgn0031295,1,-,CG4375,1
chr2L,1037246,1038506,FBgn0031296,1,+,CG4415,1
chr2L,1038579,1038685,FBgn0031296,2,+,CG4415,1
chr2L,1080911,1081427,FBgn0031298,1,+,Atg4a,1
chr2L,1081578,1081920,FBgn0031298,2,+,Atg4a,1
chr2L,1081977,1082056,FBgn0031298,3,+,Atg4a,1
chr2L,1082120,1082665,FBgn0031298,4,+,Atg4a,1
chr2L,1082792,1085380,FBgn0031298,5,+,Atg4a,1
chr2L,1102323,1102504,FBgn0031299,1,-,CG4629,1
chr2L,1101921,1101968,FBgn0031299,2,-,CG4629,1
chr2L,1087695,1088106,FBgn0031299,3,-,CG4629,1
chr2L,1085927,1086026,FBgn0031299,4,-,CG4629,1
chr2L,1085744,1085861,FBgn0031299,5,-,CG4629,1
chr2L,1085524,1085680,FBgn0031299,6,-,CG4629,1
chr2L,1085201,1085309,FBgn0031299,7,-,CG4629,1
chr2L,1084894,1085136,FBgn0031299,8,-,CG4629,1
chr2L,1083091,1084836,FBgn0031299,9,-,CG4629,1
chr2L,1108540,1109895,FBgn0031301,1,+,CG14339,1
chr2L,1109963,1110423,FBgn0031301,2,+,CG14339,1
chr2L,1110480,1110674,FBgn0031301,3,+,CG14339,1
chr2L,1111264,1111397,FBgn0031301,4,+,CG14339,1
chr2L,1111454,1111967,FBgn0031301,5,+,CG14339,1
chr2L,1112028,1112444,FBgn0031301,6,+,CG14339,1
chr2L,1112506,1112694,FBgn0031301,7,+,CG14339,1
chr2L,1112941,1113152,FBgn0031302,1,+,CG14340,1
chr2L,1113204,1113501,FBgn0031302,2,+,CG14340,1
chr2L,1113559,1113765,FBgn0031302,3,+,CG14340,1
chr2L,1113826,1114138,FBgn0031302,4,+,CG14340,1
chr2L,1129316,1129505,FBgn0031304,1,+,CG4552,1
chr2L,1129819,1131181,FBgn0031304,2,+,CG4552,1
chr2L,1131264,1132411,FBgn0031304,3,+,CG4552,1
chr2L,1132332,1134098,FBgn0031305,1,-,Iris,1
chr2L,1134693,1135081,FBgn0031306,1,+,CG4577,1
chr2L,1138621,1139067,FBgn0031306,2,+,CG4577,1
chr2L,1139124,1139385,FBgn0031306,3,+,CG4577,1
chr2L,1139483,1139763,FBgn0031306,4,+,CG4577,1
chr2L,1139829,1141156,FBgn0031306,5,+,CG4577,1
chr2L,1143201,1143410,FBgn0031307,1,+,MFS3,1
chr2L,1145444,1146472,FBgn0031307,2,+,MFS3,1
chr2L,1146539,1146825,FBgn0031307,3,+,MFS3,1
chr2L,1146893,1147395,FBgn0031307,4,+,MFS3,1
chr2L,1147822,1149449,FBgn0031308,1,+,l(2)10685,1
chr2L,1150617,1150677,FBgn0031309,1,-,Tfb4,1
chr2L,1150379,1150559,FBgn0031309,2,-,Tfb4,1
chr2L,1150131,1150326,FBgn0031309,3,-,Tfb4,1
chr2L,1149651,1150069,FBgn0031309,4,-,Tfb4,1
chr2L,1149445,1149586,FBgn0031309,5,-,Tfb4,1
chr2L,1150766,1151764,FBgn0031310,1,+,Vps29,1
chr2L,1158661,1159467,FBgn0031312,1,+,Tango14,1
chr2L,1159756,1160220,FBgn0031312,2,+,Tango14,1
chr2L,1163760,1163886,FBgn0031313,1,-,CG5080,1
chr2L,1163000,1163149,FBgn0031313,2,-,CG5080,1
chr2L,1161927,1162146,FBgn0031313,3,-,CG5080,1
chr2L,1161290,1161869,FBgn0031313,4,-,CG5080,1
chr2L,1160290,1161219,FBgn0031313,5,-,CG5080,1
chr2L,1164443,1165080,FBgn0031314,1,+,IntS14,1
chr2L,1165139,1166425,FBgn0031314,2,+,IntS14,1
chr2L,1166506,1166922,FBgn0031315,1,+,CG14341,1
chr2L,1166983,1167211,FBgn0031315,2,+,CG14341,1
chr2L,1172023,1172805,FBgn0031317,1,-,CG5118,1
chr2L,1171714,1171913,FBgn0031317,2,-,CG5118,1
chr2L,1171030,1171643,FBgn0031317,3,-,CG5118,1
chr2L,1170753,1170956,FBgn0031317,4,-,CG5118,1
chr2L,1173009,1173319,FBgn0031318,1,+,CG4887,1
chr2L,1173380,1173829,FBgn0031318,2,+,CG4887,1
chr2L,1173884,1174130,FBgn0031318,3,+,CG4887,1
chr2L,1174197,1174266,FBgn0031318,4,+,CG4887,1
chr2L,1174497,1174570,FBgn0031318,5,+,CG4887,1
chr2L,1174910,1174987,FBgn0031318,6,+,CG4887,1
chr2L,1175047,1175173,FBgn0031318,7,+,CG4887,1
chr2L,1175287,1175523,FBgn0031318,8,+,CG4887,1
chr2L,1175579,1176043,FBgn0031318,9,+,CG4887,1
chr2L,1176101,1176881,FBgn0031318,10,+,CG4887,1
chr2L,1176942,1177191,FBgn0031318,11,+,CG4887,1
chr2L,1177256,1177589,FBgn0031318,12,+,CG4887,1
chr2L,1177690,1177861,FBgn0031319,1,+,CG4896,1
chr2L,1177948,1178044,FBgn0031319,2,+,CG4896,1
chr2L,1178108,1178467,FBgn0031319,3,+,CG4896,1
chr2L,1178841,1179069,FBgn0031319,4,+,CG4896,1
chr2L,1179127,1179196,FBgn0031319,5,+,CG4896,1
chr2L,1179452,1179525,FBgn0031319,6,+,CG4896,1
chr2L,1179860,1179937,FBgn0031319,7,+,CG4896,1
chr2L,1179997,1180123,FBgn0031319,8,+,CG4896,1
chr2L,1180213,1180449,FBgn0031319,9,+,CG4896,1
chr2L,1180513,1180926,FBgn0031319,10,+,CG4896,1
chr2L,1180995,1181793,FBgn0031319,11,+,CG4896,1
chr2L,1181855,1182104,FBgn0031319,12,+,CG4896,1
chr2L,1182170,1182454,FBgn0031319,13,+,CG4896,1
chr2L,1183529,1184020,FBgn0031320,1,-,CG5126,1
chr2L,1182297,1183471,FBgn0031320,2,-,CG5126,1
chr2L,1184065,1184254,FBgn0031321,1,+,Tgt,1
chr2L,1184323,1185698,FBgn0031321,2,+,Tgt,1
chr2L,1185757,1186015,FBgn0031322,1,+,CG5001,1
chr2L,1191403,1191534,FBgn0031322,2,+,CG5001,1
chr2L,1191599,1191909,FBgn0031322,3,+,CG5001,1
chr2L,1191970,1192198,FBgn0031322,4,+,CG5001,1
chr2L,1192256,1192625,FBgn0031322,5,+,CG5001,1
chr2L,1196216,1196807,FBgn0031322,6,+,CG5001,1
chr2L,1198465,1199266,FBgn0031323,1,-,CG5139,1
chr2L,1204215,1204464,FBgn0031324,1,+,CG14342,1
chr2L,1204565,1204687,FBgn0031324,2,+,CG14342,1
chr2L,1204763,1204841,FBgn0031324,3,+,CG14342,1
chr2L,1204901,1205250,FBgn0031324,4,+,CG14342,1
chr2L,1240036,1240970,FBgn0031327,1,+,CG5397,1
chr2L,1241051,1243018,FBgn0031327,2,+,CG5397,1
chr2L,1334128,1334759,FBgn0031331,1,+,CG5440,1
chr2L,1334819,1335514,FBgn0031331,2,+,CG5440,1
chr2L,1352698,1352868,FBgn0031332,1,-,CG5556,1
chr2L,1351728,1352641,FBgn0031332,2,-,CG5556,1
chr2L,1353888,1354109,FBgn0031333,1,-,CG5561,1
chr2L,1352970,1353838,FBgn0031333,2,-,CG5561,1
chr2L,1355702,1355924,FBgn0031335,1,-,CG5565,1
chr2L,1354911,1355629,FBgn0031335,2,-,CG5565,1
chr2L,1367996,1368313,FBgn0031337,1,+,CG14346,1
chr2L,1368366,1368479,FBgn0031337,2,+,CG14346,1
chr2L,1368530,1369050,FBgn0031337,3,+,CG14346,1
chr2L,1500409,1500608,FBgn0031343,1,-,CG18131,1
chr2L,1500114,1500202,FBgn0031343,2,-,CG18131,1
chr2L,1499675,1500045,FBgn0031343,3,-,CG18131,1
chr2L,1498455,1499421,FBgn0031343,4,-,CG18131,1
chr2L,1502611,1502904,FBgn0031344,1,-,CG7420,1
chr2L,1501933,1502184,FBgn0031344,2,-,CG7420,1
chr2L,1501099,1501872,FBgn0031344,3,-,CG7420,1
chr2L,1500784,1501036,FBgn0031344,4,-,CG7420,1
chr2L,1516795,1517478,FBgn0031345,1,-,CG18132,1
chr2L,1586852,1587155,FBgn0031347,1,-,CG10869,1
chr2L,1584866,1586788,FBgn0031347,2,-,CG10869,1
chr2L,1611410,1611868,FBgn0031351,1,+,CG14352,1
chr2L,1612006,1612576,FBgn0031351,2,+,CG14352,1
chr2L,1710208,1710421,FBgn0031356,1,-,CG17660,1
chr2L,1710043,1710103,FBgn0031356,2,-,CG17660,1
chr2L,1709878,1709963,FBgn0031356,3,-,CG17660,1
chr2L,1709617,1709811,FBgn0031356,4,-,CG17660,1
chr2L,1709174,1709332,FBgn0031356,5,-,CG17660,1
chr2L,1708821,1709104,FBgn0031356,6,-,CG17660,1
chr2L,1708462,1708677,FBgn0031356,7,-,CG17660,1
chr2L,1708282,1708402,FBgn0031356,8,-,CG17660,1
chr2L,1708061,1708214,FBgn0031356,9,-,CG17660,1
chr2L,1707132,1707998,FBgn0031356,10,-,CG17660,1
chr2L,1710462,1710537,FBgn0031357,1,+,mRpL48,1
chr2L,1710599,1710697,FBgn0031357,2,+,mRpL48,1
chr2L,1710851,1711465,FBgn0031357,3,+,mRpL48,1
chr2L,1723882,1724388,FBgn0031359,1,-,Rim2,1
chr2L,1718696,1718903,FBgn0031359,2,-,Rim2,1
chr2L,1718421,1718491,FBgn0031359,3,-,Rim2,1
chr2L,1718227,1718358,FBgn0031359,4,-,Rim2,1
chr2L,1717878,1718151,FBgn0031359,5,-,Rim2,1
chr2L,1717598,1717815,FBgn0031359,6,-,Rim2,1
chr2L,1716244,1717229,FBgn0031359,7,-,Rim2,1
chr2L,1729887,1731070,FBgn0031360,1,+,CG31937,1
chr2L,1732144,1732356,FBgn0031361,1,-,CG17652,1
chr2L,1731880,1732080,FBgn0031361,2,-,CG17652,1
chr2L,1731033,1731816,FBgn0031361,3,-,CG17652,1
chr2L,1752308,1752848,FBgn0031364,1,+,CG17648,1
chr2L,1758933,1759093,FBgn0031365,1,-,CG17650,1
chr2L,1758286,1758658,FBgn0031365,2,-,CG17650,1
chr2L,1832424,1832565,FBgn0031367,1,-,c-cup,1
chr2L,1831627,1832366,FBgn0031367,2,-,c-cup,1
chr2L,1869803,1871032,FBgn0031372,1,+,CG7295,1
chr2L,1882008,1883185,FBgn0031373,1,-,CG15358,1
chr2L,1884622,1885318,FBgn0031374,1,+,Wdr62,1
chr2L,1909669,1909992,FBgn0031374,2,+,Wdr62,1
chr2L,1910067,1910149,FBgn0031374,3,+,Wdr62,1
chr2L,1932056,1932147,FBgn0031374,4,+,Wdr62,1
chr2L,1933806,1934049,FBgn0031374,5,+,Wdr62,1
chr2L,1934119,1934328,FBgn0031374,6,+,Wdr62,1
chr2L,1934479,1934898,FBgn0031374,7,+,Wdr62,1
chr2L,1934961,1935683,FBgn0031374,8,+,Wdr62,1
chr2L,1935739,1936991,FBgn0031374,9,+,Wdr62,1
chr2L,1937054,1937373,FBgn0031374,10,+,Wdr62,1
chr2L,1937441,1937583,FBgn0031374,11,+,Wdr62,1
chr2L,1938508,1938619,FBgn0031374,12,+,Wdr62,1
chr2L,1941755,1941903,FBgn0031374,13,+,Wdr62,1
chr2L,1941971,1942046,FBgn0031374,14,+,Wdr62,1
chr2L,1942108,1942182,FBgn0031374,15,+,Wdr62,1
chr2L,1942251,1942451,FBgn0031374,16,+,Wdr62,1
chr2L,1942510,1942663,FBgn0031374,17,+,Wdr62,1
chr2L,1942785,1943461,FBgn0031374,18,+,Wdr62,1
chr2L,1954314,1954553,FBgn0031375,1,-,erm,1
chr2L,1950239,1952879,FBgn0031375,2,-,erm,1
chr2L,1973957,1974480,FBgn0031376,1,+,Der-1,1
chr2L,1974564,1974818,FBgn0031376,2,+,Der-1,1
chr2L,1974881,1974991,FBgn0031376,3,+,Der-1,1
chr2L,1975061,1975413,FBgn0031376,4,+,Der-1,1
chr2L,1980552,1980755,FBgn0031377,1,-,CG15356,1
chr2L,1980253,1980427,FBgn0031377,2,-,CG15356,1
chr2L,1979910,1980180,FBgn0031377,3,-,CG15356,1
chr2L,1976910,1979202,FBgn0031377,4,-,CG15356,1
chr2L,1975463,1976813,FBgn0031377,5,-,CG15356,1
chr2L,1981176,1981583,FBgn0031378,1,+,CG15362,1
chr2L,1981642,1981832,FBgn0031378,2,+,CG15362,1
chr2L,1981886,1982099,FBgn0031378,3,+,CG15362,1
chr2L,1982217,1982498,FBgn0031379,1,+,CG7289,1
chr2L,1982547,1983960,FBgn0031379,2,+,CG7289,1
chr2L,1984019,1984143,FBgn0031379,3,+,CG7289,1
chr2L,1984206,1984514,FBgn0031379,4,+,CG7289,1
chr2L,1988290,1988940,FBgn0031381,1,+,Npc2a,1
chr2L,2009859,2010313,FBgn0031384,1,+,CG4238,1
chr2L,2026768,2027210,FBgn0031384,2,+,CG4238,1
chr2L,2027279,2027791,FBgn0031384,3,+,CG4238,1
chr2L,2027852,2028050,FBgn0031384,4,+,CG4238,1
chr2L,2028113,2028249,FBgn0031384,5,+,CG4238,1
chr2L,2028303,2029028,FBgn0031384,6,+,CG4238,1
chr2L,2029092,2029418,FBgn0031384,7,+,CG4238,1
chr2L,2029494,2029756,FBgn0031384,8,+,CG4238,1
chr2L,2029836,2030536,FBgn0031384,9,+,CG4238,1
chr2L,2079919,2080123,FBgn0031388,1,+,CG12674,1
chr2L,2080208,2081066,FBgn0031388,2,+,CG12674,1
chr2L,2081132,2081286,FBgn0031388,3,+,CG12674,1
chr2L,2129133,2129237,FBgn0031389,1,-,CG4259,1
chr2L,2127309,2129070,FBgn0031389,2,-,CG4259,1
chr2L,2144805,2145187,FBgn0031390,1,-,tho2,1
chr2L,2144457,2144625,FBgn0031390,2,-,tho2,1
chr2L,2144119,2144366,FBgn0031390,3,-,tho2,1
chr2L,2143920,2144053,FBgn0031390,4,-,tho2,1
chr2L,2143449,2143849,FBgn0031390,5,-,tho2,1
chr2L,2142642,2143391,FBgn0031390,6,-,tho2,1
chr2L,2142191,2142580,FBgn0031390,7,-,tho2,1
chr2L,2141785,2142132,FBgn0031390,8,-,tho2,1
chr2L,2141129,2141722,FBgn0031390,9,-,tho2,1
chr2L,2140380,2141070,FBgn0031390,10,-,tho2,1
chr2L,2139728,2140312,FBgn0031390,11,-,tho2,1
chr2L,2139630,2139673,FBgn0031390,12,-,tho2,1
chr2L,2137984,2138158,FBgn0031390,13,-,tho2,1
chr2L,2137883,2137926,FBgn0031390,14,-,tho2,1
chr2L,2137350,2137794,FBgn0031390,15,-,tho2,1
chr2L,2146886,2147275,FBgn0031391,1,-,CG11723,1
chr2L,2145297,2146813,FBgn0031391,2,-,CG11723,1
chr2L,2151754,2152146,FBgn0031392,1,+,AIF,1
chr2L,2152233,2152462,FBgn0031392,2,+,AIF,1
chr2L,2152663,2152944,FBgn0031392,3,+,AIF,1
chr2L,2153003,2153105,FBgn0031392,4,+,AIF,1
chr2L,2153282,2153531,FBgn0031392,5,+,AIF,1
chr2L,2153596,2154410,FBgn0031392,6,+,AIF,1
chr2L,2154473,2155389,FBgn0031392,7,+,AIF,1
chr2L,2155753,2156790,FBgn0031393,1,+,CG15382,1
chr2L,2192147,2192386,FBgn0031395,1,-,CG10874,1
chr2L,2191850,2192090,FBgn0031395,2,-,CG10874,1
chr2L,2190707,2191078,FBgn0031395,3,-,CG10874,1
chr2L,2189914,2190643,FBgn0031395,4,-,CG10874,1
chr2L,2212279,2212571,FBgn0031397,1,-,CG15385,1
chr2L,2211773,2212091,FBgn0031397,2,-,CG15385,1
chr2L,2211577,2211717,FBgn0031397,3,-,CG15385,1
chr2L,2210925,2211510,FBgn0031397,4,-,CG15385,1
chr2L,2209574,2210869,FBgn0031397,5,-,CG15385,1
chr2L,2215515,2216311,FBgn0031398,1,-,CG10880,1
chr2L,2214972,2215459,FBgn0031398,2,-,CG10880,1
chr2L,2217290,2217544,FBgn0031399,1,+,mio,1
chr2L,2217598,2217771,FBgn0031399,2,+,mio,1
chr2L,2217830,2218081,FBgn0031399,3,+,mio,1
chr2L,2218174,2219104,FBgn0031399,4,+,mio,1
chr2L,2219161,2219716,FBgn0031399,5,+,mio,1
chr2L,2219777,2220258,FBgn0031399,6,+,mio,1
chr2L,2220320,2220625,FBgn0031399,7,+,mio,1
chr2L,2220748,2220951,FBgn0031401,1,+,papi,1
chr2L,2223243,2223633,FBgn0031401,2,+,papi,1
chr2L,2223705,2224526,FBgn0031401,3,+,papi,1
chr2L,2224579,2224685,FBgn0031401,4,+,papi,1
chr2L,2224744,2225544,FBgn0031401,5,+,papi,1
chr2L,2226059,2226294,FBgn0031403,1,-,CG15387,1
chr2L,2225545,2226001,FBgn0031403,2,-,CG15387,1
chr2L,2254176,2255050,FBgn0031406,1,-,Send1,1
chr2L,2263442,2263755,FBgn0031407,1,+,CG4270,1
chr2L,2263816,2264042,FBgn0031407,2,+,CG4270,1
chr2L,2264097,2264241,FBgn0031407,3,+,CG4270,1
chr2L,2285163,2285926,FBgn0031409,1,+,CG4271,1
chr2L,2288503,2289416,FBgn0031410,1,-,CG17237,1
chr2L,2307948,2308041,FBgn0031412,1,+,CG16995,1
chr2L,2308142,2308249,FBgn0031412,2,+,CG16995,1
chr2L,2308305,2308531,FBgn0031412,3,+,CG16995,1
chr2L,2308581,2308872,FBgn0031412,4,+,CG16995,1
chr2L,2357078,2357356,FBgn0031413,1,-,CG9967,1
chr2L,2330656,2330810,FBgn0031413,2,-,CG9967,1
chr2L,2323351,2323449,FBgn0031413,3,-,CG9967,1
chr2L,2310662,2310870,FBgn0031413,4,-,CG9967,1
chr2L,2310126,2310449,FBgn0031413,5,-,CG9967,1
chr2L,2309516,2309702,FBgn0031413,6,-,CG9967,1
chr2L,2308761,2309290,FBgn0031413,7,-,CG9967,1
chr2L,2311680,2312179,FBgn0031414,1,+,eys,1
chr2L,2323383,2324256,FBgn0031414,2,+,eys,1
chr2L,2327404,2327552,FBgn0031414,3,+,eys,1
chr2L,2338380,2338532,FBgn0031414,4,+,eys,1
chr2L,2338765,2341094,FBgn0031414,5,+,eys,1
chr2L,2346827,2347179,FBgn0031414,6,+,eys,1
chr2L,2350759,2351031,FBgn0031414,7,+,eys,1
chr2L,2352444,2352736,FBgn0031414,8,+,eys,1
chr2L,2352802,2353462,FBgn0031414,9,+,eys,1
chr2L,2353538,2353701,FBgn0031414,10,+,eys,1
chr2L,2353769,2354500,FBgn0031414,11,+,eys,1
chr2L,2354580,2354822,FBgn0031414,12,+,eys,1
chr2L,2356431,2356931,FBgn0031414,13,+,eys,1
chr2L,2357690,2358944,FBgn0031414,14,+,eys,1
chr2L,2371048,2371524,FBgn0031417,1,-,CG3597,1
chr2L,2370612,2370988,FBgn0031417,2,-,CG3597,1
chr2L,2370152,2370520,FBgn0031417,3,-,CG3597,1
chr2L,2374489,2374627,FBgn0031418,1,-,CG3609,1
chr2L,2373494,2373722,FBgn0031418,2,-,CG3609,1
chr2L,2373134,2373425,FBgn0031418,3,-,CG3609,1
chr2L,2372830,2373076,FBgn0031418,4,-,CG3609,1
chr2L,2372455,2372770,FBgn0031418,5,-,CG3609,1
chr2L,2374713,2374809,FBgn0031419,1,+,CG15390,1
chr2L,2374866,2375697,FBgn0031419,2,+,CG15390,1
chr2L,2375841,2376143,FBgn0031420,1,+,Atxn7,1
chr2L,2377132,2378275,FBgn0031420,2,+,Atxn7,1
chr2L,2378336,2380506,FBgn0031420,3,+,Atxn7,1
chr2L,2383202,2384043,FBgn0031422,1,+,CG9870,1
chr2L,2384097,2384747,FBgn0031422,2,+,CG9870,1
chr2L,2385507,2385792,FBgn0031423,1,-,CG3557,1
chr2L,2384761,2385451,FBgn0031423,2,-,CG3557,1
chr2L,2391660,2392117,FBgn0031424,1,+,VGlut,1
chr2L,2401107,2401333,FBgn0031424,2,+,VGlut,1
chr2L,2401890,2402294,FBgn0031424,3,+,VGlut,1
chr2L,2404727,2405057,FBgn0031424,4,+,VGlut,1
chr2L,2405502,2405738,FBgn0031424,5,+,VGlut,1
chr2L,2406207,2406857,FBgn0031424,6,+,VGlut,1
chr2L,2406911,2407096,FBgn0031424,7,+,VGlut,1
chr2L,2407160,2407375,FBgn0031424,8,+,VGlut,1
chr2L,2407471,2410662,FBgn0031424,9,+,VGlut,1
chr2L,2414809,2415322,FBgn0031426,1,-,CG18641,1
chr2L,2411286,2412026,FBgn0031426,2,-,CG18641,1
chr2L,2411052,2411220,FBgn0031426,3,-,CG18641,1
chr2L,2410624,2410989,FBgn0031426,4,-,CG18641,1
chr2L,2420830,2422029,FBgn0031428,1,+,CG9886,1
chr2L,2422086,2424647,FBgn0031428,2,+,CG9886,1
chr2L,2517651,2518037,FBgn0031430,1,-,CG3528,1
chr2L,2517102,2517597,FBgn0031430,2,-,CG3528,1
chr2L,2552500,2552825,FBgn0031431,1,-,CG3515,1
chr2L,2551145,2552329,FBgn0031431,2,-,CG3515,1
chr2L,2564577,2564830,FBgn0031432,1,-,Cyp309a1,1
chr2L,2564171,2564522,FBgn0031432,2,-,Cyp309a1,1
chr2L,2563700,2564119,FBgn0031432,3,-,Cyp309a1,1
chr2L,2563504,2563627,FBgn0031432,4,-,Cyp309a1,1
chr2L,2563133,2563396,FBgn0031432,5,-,Cyp309a1,1
chr2L,2562483,2563065,FBgn0031432,6,-,Cyp309a1,1
chr2L,2576637,2576997,FBgn0031434,1,-,insv,1
chr2L,2575280,2576572,FBgn0031434,2,-,insv,1
chr2L,2577687,2579179,FBgn0031435,1,+,Elba2,1
chr2L,2579860,2580047,FBgn0031436,1,-,ND-B17.2,1
chr2L,2579619,2579796,FBgn0031436,2,-,ND-B17.2,1
chr2L,2579483,2579567,FBgn0031436,3,-,ND-B17.2,1
chr2L,2579257,2579426,FBgn0031436,4,-,ND-B17.2,1
chr2L,2580292,2580581,FBgn0031437,1,+,Arpc5,1
chr2L,2580644,2581423,FBgn0031437,2,+,Arpc5,1
chr2L,2609994,2610421,FBgn0031440,1,+,CG15395,1
chr2L,2610478,2611283,FBgn0031440,2,+,CG15395,1
chr2L,2646577,2647720,FBgn0031441,1,-,CG9962,1
chr2L,2653046,2653237,FBgn0031442,1,+,Prosbeta4R1,1
chr2L,2653289,2653926,FBgn0031442,2,+,Prosbeta4R1,1
chr2L,2655394,2655556,FBgn0031443,1,+,Prosbeta4R2,1
chr2L,2655619,2657102,FBgn0031443,2,+,Prosbeta4R2,1
chr2L,2665062,2665198,FBgn0031444,1,+,CG9879,1
chr2L,2665256,2666265,FBgn0031444,2,+,CG9879,1
chr2L,2696394,2696437,FBgn0031446,1,-,CG15398,1
chr2L,2696053,2696337,FBgn0031446,2,-,CG15398,1
chr2L,2695330,2695994,FBgn0031446,3,-,CG15398,1
chr2L,2725674,2725738,FBgn0031449,1,+,CG31689,1
chr2L,2726227,2726335,FBgn0031449,2,+,CG31689,1
chr2L,2737032,2737321,FBgn0031449,3,+,CG31689,1
chr2L,2737422,2737567,FBgn0031449,4,+,CG31689,1
chr2L,2737662,2737900,FBgn0031449,5,+,CG31689,1
chr2L,2738075,2738382,FBgn0031449,6,+,CG31689,1
chr2L,2738447,2738615,FBgn0031449,7,+,CG31689,1
chr2L,2738683,2738783,FBgn0031449,8,+,CG31689,1
chr2L,2738869,2739024,FBgn0031449,9,+,CG31689,1
chr2L,2739089,2739297,FBgn0031449,10,+,CG31689,1
chr2L,2739362,2739830,FBgn0031449,11,+,CG31689,1
chr2L,2739986,2740034,FBgn0031450,1,+,Hrs,1
chr2L,2740140,2740211,FBgn0031450,2,+,Hrs,1
chr2L,2740389,2740473,FBgn0031450,3,+,Hrs,1
chr2L,2740520,2740784,FBgn0031450,4,+,Hrs,1
chr2L,2741108,2741482,FBgn0031450,5,+,Hrs,1
chr2L,2741559,2743377,FBgn0031450,6,+,Hrs,1
chr2L,2744767,2744934,FBgn0031451,1,-,CG9961,1
chr2L,2744604,2744712,FBgn0031451,2,-,CG9961,1
chr2L,2743375,2744537,FBgn0031451,3,-,CG9961,1
chr2L,2745098,2745216,FBgn0031452,1,+,Cwc25,1
chr2L,2745272,2745494,FBgn0031452,2,+,Cwc25,1
chr2L,2745557,2746944,FBgn0031452,3,+,Cwc25,1
chr2L,2752445,2752840,FBgn0031453,1,+,Bacc,1
chr2L,2753372,2753660,FBgn0031453,2,+,Bacc,1
chr2L,2756008,2756170,FBgn0031453,3,+,Bacc,1
chr2L,2756245,2757920,FBgn0031453,4,+,Bacc,1
chr2L,2758427,2759677,FBgn0031454,1,-,CG9960,1
chr2L,2758427,2759677,FBgn0031455,1,-,Snapin,1
chr2L,2759924,2760146,FBgn0031456,1,+,Trn-SR,1
chr2L,2760217,2761308,FBgn0031456,2,+,Trn-SR,1
chr2L,2761504,2761670,FBgn0031456,3,+,Trn-SR,1
chr2L,2761724,2763088,FBgn0031456,4,+,Trn-SR,1
chr2L,2763151,2763889,FBgn0031456,5,+,Trn-SR,1
chr2L,2765505,2765665,FBgn0031457,1,-,CG3077,1
chr2L,2765284,2765427,FBgn0031457,2,-,CG3077,1
chr2L,2764505,2765198,FBgn0031457,3,-,CG3077,1
chr2L,2763416,2764441,FBgn0031457,4,-,CG3077,1
chr2L,2766233,2766707,FBgn0031458,1,+,aph-1,1
chr2L,2766767,2767281,FBgn0031458,2,+,aph-1,1
chr2L,2770135,2770191,FBgn0031459,1,+,CG2862,1
chr2L,2770259,2770400,FBgn0031459,2,+,CG2862,1
chr2L,2770460,2770904,FBgn0031459,3,+,CG2862,1
chr2L,2771675,2771776,FBgn0031460,1,-,CG15399,1
chr2L,2770884,2771605,FBgn0031460,2,-,CG15399,1
chr2L,2805261,2805601,FBgn0031461,1,+,daw,1
chr2L,2808980,2810253,FBgn0031461,2,+,daw,1
chr2L,2810368,2810643,FBgn0031461,3,+,daw,1
chr2L,2811149,2811528,FBgn0031461,4,+,daw,1
chr2L,2811598,2812376,FBgn0031461,5,+,daw,1
chr2L,2812437,2814179,FBgn0031462,1,+,CG2964,1
chr2L,2814243,2814429,FBgn0031462,2,+,CG2964,1
chr2L,2815604,2815760,FBgn0031463,1,-,G6P,1
chr2L,2815380,2815544,FBgn0031463,2,-,G6P,1
chr2L,2814807,2815305,FBgn0031463,3,-,G6P,1
chr2L,2814638,2814756,FBgn0031463,4,-,G6P,1
chr2L,2814336,2814589,FBgn0031463,5,-,G6P,1
chr2L,2830126,2830248,FBgn0031464,1,-,Duox,1
chr2L,2827588,2827995,FBgn0031464,2,-,Duox,1
chr2L,2821230,2821310,FBgn0031464,3,-,Duox,1
chr2L,2820688,2821037,FBgn0031464,4,-,Duox,1
chr2L,2820425,2820629,FBgn0031464,5,-,Duox,1
chr2L,2819964,2820367,FBgn0031464,6,-,Duox,1
chr2L,2819631,2819908,FBgn0031464,7,-,Duox,1
chr2L,2816718,2819574,FBgn0031464,8,-,Duox,1
chr2L,2816533,2816661,FBgn0031464,9,-,Duox,1
