chr,start,end,gene_ID,exon_number,strand,gene_name,isoforms
chr2R,15324053,15324148,FBgn0020440,2,-,Fak,1
chr2R,15323282,15323984,FBgn0020440,3,-,Fak,1
chr2R,15323113,15323222,FBgn0020440,4,-,Fak,1
chr2R,15322819,15323054,FBgn0020440,5,-,Fak,1
chr2R,15322260,15322755,FBgn0020440,6,-,Fak,1
chr2R,15322065,15322197,FBgn0020440,7,-,Fak,1
chr2R,15321875,15322007,FBgn0020440,8,-,Fak,1
chr2R,15321669,15321813,FBgn0020440,9,-,Fak,1
chr2R,15321409,15321613,FBgn0020440,10,-,Fak,1
chr2R,15321208,15321347,FBgn0020440,11,-,Fak,1
chr2R,15321007,15321146,FBgn0020440,12,-,Fak,1
chr2R,15319808,15319897,FBgn0020440,13,-,Fak,1
chr2R,15319297,15319751,FBgn0020440,14,-,Fak,1
chr2R,15319132,15319242,FBgn0020440,15,-,Fak,1
chr2R,15318164,15319067,FBgn0020440,16,-,Fak,1
chr2L,12434452,12435423,FBgn0020443,1,+,Elf,1
chr2L,12437813,12437998,FBgn0020443,2,+,Elf,1
chr2L,12438072,12438841,FBgn0020443,3,+,Elf,1
chr2L,12438902,12438988,FBgn0020443,4,+,Elf,1
chr2L,12439054,12439230,FBgn0020443,5,+,Elf,1
chr2L,12439296,12439464,FBgn0020443,6,+,Elf,1
chr2L,12439521,12441279,FBgn0020443,7,+,Elf,1
chr2L,3354474,3355000,FBgn0020445,1,-,E23,1
chr2L,3353461,3353714,FBgn0020445,2,-,E23,1
chr2L,3352476,3353377,FBgn0020445,3,-,E23,1
chr2L,3338227,3338436,FBgn0020445,4,-,E23,1
chr2L,3337483,3337894,FBgn0020445,5,-,E23,1
chr2L,3337163,3337418,FBgn0020445,6,-,E23,1
chr2L,3336461,3337099,FBgn0020445,7,-,E23,1
chr2L,3336242,3336398,FBgn0020445,8,-,E23,1
chr2L,3335914,3336180,FBgn0020445,9,-,E23,1
chr2L,3334871,3335852,FBgn0020445,10,-,E23,1
chr3R,12879729,12880084,FBgn0020493,1,+,Dad,1
chr3R,12880758,12880896,FBgn0020493,2,+,Dad,1
chr3R,12883141,12884426,FBgn0020493,3,+,Dad,1
chr3R,12890438,12890491,FBgn0020493,4,+,Dad,1
chr3R,12890558,12890683,FBgn0020493,5,+,Dad,1
chr3R,12894193,12894408,FBgn0020493,6,+,Dad,1
chr3R,12894472,12894622,FBgn0020493,7,+,Dad,1
chr3R,12894692,12896135,FBgn0020493,8,+,Dad,1
chr3R,8837388,8837470,FBgn0020496,1,+,CtBP,1
chr3R,8845064,8845536,FBgn0020496,2,+,CtBP,1
chr3R,8845618,8845923,FBgn0020496,3,+,CtBP,1
chr3R,8846576,8846836,FBgn0020496,4,+,CtBP,1
chr3R,8846898,8847038,FBgn0020496,5,+,CtBP,1
chr3R,8847142,8847364,FBgn0020496,6,+,CtBP,1
chr3R,8850546,8850766,FBgn0020496,7,+,CtBP,1
chr3R,8851111,8851905,FBgn0020496,8,+,CtBP,1
chr2L,8403575,8403660,FBgn0020497,1,+,emb,1
chr2L,8404005,8405779,FBgn0020497,2,+,emb,1
chr2L,8405916,8406286,FBgn0020497,3,+,emb,1
chr2L,8406376,8406855,FBgn0020497,4,+,emb,1
chr2L,8406924,8407256,FBgn0020497,5,+,emb,1
chr2L,8407323,8407688,FBgn0020497,6,+,emb,1
chr2L,8407775,8408853,FBgn0020497,7,+,emb,1
chr2L,17389341,17389530,FBgn0020503,1,+,CLIP-190,1
chr2L,17394433,17394492,FBgn0020503,2,+,CLIP-190,1
chr2L,17400396,17400551,FBgn0020503,3,+,CLIP-190,1
chr2L,17400612,17400827,FBgn0020503,4,+,CLIP-190,1
chr2L,17400893,17401058,FBgn0020503,5,+,CLIP-190,1
chr2L,17401113,17401290,FBgn0020503,6,+,CLIP-190,1
chr2L,17401516,17401581,FBgn0020503,7,+,CLIP-190,1
chr2L,17402375,17402485,FBgn0020503,8,+,CLIP-190,1
chr2L,17404061,17404640,FBgn0020503,9,+,CLIP-190,1
chr2R,12539549,12540204,FBgn0020506,1,-,Amyrel,1
chr2R,12538600,12539492,FBgn0020506,2,-,Amyrel,1
chrX,14677522,14678085,FBgn0020508,1,-,Ag5r2,1
chrX,14676985,14677279,FBgn0020508,2,-,Ag5r2,1
chr3L,2739750,2740228,FBgn0020509,1,+,Acp62F,1
chr3R,9948000,9948142,FBgn0020510,1,-,Abi,1
chr3R,9947468,9947834,FBgn0020510,2,-,Abi,1
chr3R,9946569,9947191,FBgn0020510,3,-,Abi,1
chr3R,9946417,9946507,FBgn0020510,4,-,Abi,1
chr3R,9946333,9946344,FBgn0020510,5,-,Abi,1
chr3R,9946007,9946194,FBgn0020510,6,-,Abi,1
chr3R,9944984,9945950,FBgn0020510,7,-,Abi,1
chrX,12654382,12654650,FBgn0020513,1,-,ade5,1
chrX,12653745,12653945,FBgn0020513,2,-,ade5,1
chrX,12653496,12653640,FBgn0020513,3,-,ade5,1
chrX,12652956,12653068,FBgn0020513,4,-,ade5,1
chrX,12651069,12652887,FBgn0020513,5,-,ade5,1
chr3L,22862645,22862722,FBgn0020518,1,-,NA,1
chr2R,20468786,20469601,FBgn0020521,1,+,pio,1
chr2R,20476270,20476328,FBgn0020521,2,+,pio,1
chr2R,20476900,20476948,FBgn0020521,3,+,pio,1
chr2R,20479475,20479697,FBgn0020521,4,+,pio,1
chr2R,20479756,20479822,FBgn0020521,5,+,pio,1
chr2R,20483381,20483862,FBgn0020521,6,+,pio,1
chr2R,20483919,20484237,FBgn0020521,7,+,pio,1
chr2R,20484291,20485385,FBgn0020521,8,+,pio,1
chr2L,852767,853005,FBgn0020545,1,+,kraken,1
chr2L,853192,853278,FBgn0020545,2,+,kraken,1
chr2L,853545,854539,FBgn0020545,3,+,kraken,1
chr3R,12675726,12676206,FBgn0020546,1,+,NA,1
chr3R,12676254,12677198,FBgn0020546,2,+,NA,1
chr3R,12681533,12682219,FBgn0020546,3,+,NA,1
chr3R,12598577,12598911,FBgn0020556,1,-,NA,1
chr3R,12579400,12579521,FBgn0020556,2,-,NA,1
chr3R,12567847,12568513,FBgn0020556,3,-,NA,1
chr2L,6950440,6950609,FBgn0020616,1,+,SA,1
chr2L,6950673,6950988,FBgn0020616,2,+,SA,1
chr2L,6951045,6951218,FBgn0020616,3,+,SA,1
chr2L,6951274,6951573,FBgn0020616,4,+,SA,1
chr2L,6951627,6952060,FBgn0020616,5,+,SA,1
chr2L,6952120,6952955,FBgn0020616,6,+,SA,1
chr2L,6953015,6953373,FBgn0020616,7,+,SA,1
chr2L,6953434,6953724,FBgn0020616,8,+,SA,1
chr2L,6953787,6954327,FBgn0020616,9,+,SA,1
chr2L,6954393,6954590,FBgn0020616,10,+,SA,1
chr2R,16804285,16804922,FBgn0020617,1,+,Rx,1
chr2R,16805962,16806114,FBgn0020617,2,+,Rx,1
chr2R,16809964,16811085,FBgn0020617,3,+,Rx,1
chr2R,16811260,16811426,FBgn0020617,4,+,Rx,1
chr2R,16823188,16823353,FBgn0020617,5,+,Rx,1
chr2R,16823542,16824537,FBgn0020617,6,+,Rx,1
chr2L,7827061,7827246,FBgn0020618,1,-,Rack1,1
chr2L,7826770,7826981,FBgn0020618,2,-,Rack1,1
chr2L,7825347,7826336,FBgn0020618,3,-,Rack1,1
chr2R,9878071,9878215,FBgn0020620,1,-,RN-tre,1
chr2R,9877190,9877491,FBgn0020620,2,-,RN-tre,1
chr2R,9876448,9877129,FBgn0020620,3,-,RN-tre,1
chr2R,9876003,9876388,FBgn0020620,4,-,RN-tre,1
chr2R,9875878,9875942,FBgn0020620,5,-,RN-tre,1
chr2R,9873495,9873600,FBgn0020620,6,-,RN-tre,1
chr2R,9872320,9873351,FBgn0020620,7,-,RN-tre,1
chr2R,5172554,5172602,FBgn0020621,1,-,Pkn,1
chr2R,5171333,5171634,FBgn0020621,2,-,Pkn,1
chr2R,5155160,5155481,FBgn0020621,3,-,Pkn,1
chr2R,5152995,5153533,FBgn0020621,4,-,Pkn,1
chr2R,5146345,5147649,FBgn0020621,5,-,Pkn,1
chr2R,5143334,5143543,FBgn0020621,6,-,Pkn,1
chr2R,5142594,5143214,FBgn0020621,7,-,Pkn,1
chr2R,5142156,5142527,FBgn0020621,8,-,Pkn,1
chr2R,5141986,5142093,FBgn0020621,9,-,Pkn,1
chr2R,5141780,5141920,FBgn0020621,10,-,Pkn,1
chr2R,5141341,5141712,FBgn0020621,11,-,Pkn,1
chr2L,297880,298403,FBgn0020622,1,+,Pi3K21B,1
chr2L,299033,299918,FBgn0020622,2,+,Pi3K21B,1
chr2L,302026,305233,FBgn0020622,3,+,Pi3K21B,1
chr3R,20761977,20763959,FBgn0020626,1,-,Osbp,1
chr3R,20760591,20761870,FBgn0020626,2,-,Osbp,1
chr3L,8884696,8884879,FBgn0020633,1,+,Mcm7,1
chr3L,8884944,8885313,FBgn0020633,2,+,Mcm7,1
chr3L,8885385,8885886,FBgn0020633,3,+,Mcm7,1
chr3L,8885954,8887011,FBgn0020633,4,+,Mcm7,1
chr3L,8887074,8887410,FBgn0020633,5,+,Mcm7,1
chr3L,6126514,6126693,FBgn0020637,1,-,Lcp65Ag2,1
chr3L,6126090,6126452,FBgn0020637,2,-,Lcp65Ag2,1
chr3L,6128195,6128374,FBgn0020638,1,-,Lcp65Ag2,1
chr3L,6127797,6128133,FBgn0020638,2,-,Lcp65Ag2,1
chr3L,6129737,6129891,FBgn0020639,1,-,Lcp65Af,1
chr3L,6129315,6129678,FBgn0020639,2,-,Lcp65Af,1
chr3L,6131072,6131218,FBgn0020640,1,-,Lcp65Ae,1
chr3L,6130683,6131011,FBgn0020640,2,-,Lcp65Ae,1
chr3L,6136495,6136699,FBgn0020641,1,+,Lcp65Ad,1
chr3L,6136791,6137201,FBgn0020641,2,+,Lcp65Ad,1
chr3L,6137919,6138138,FBgn0020642,1,+,Lcp65Ac,1
chr3L,6138209,6138493,FBgn0020642,2,+,Lcp65Ac,1
chr3L,6139774,6140189,FBgn0020643,1,+,Lcp65Ab2,1
chr3L,6142648,6143060,FBgn0020644,1,+,Lcp65Ab2,1
chr3L,6144404,6144903,FBgn0020645,1,+,Lcp65Aa,1
chr3L,6141453,6141715,FBgn0020646,1,+,NA,1
chr3R,19857434,19857532,FBgn0020647,1,-,KrT95D,1
chr3R,19856216,19856753,FBgn0020647,2,-,KrT95D,1
chr3R,19839018,19839350,FBgn0020647,3,-,KrT95D,1
chr3R,19838705,19838952,FBgn0020647,4,-,KrT95D,1
chr3R,19831410,19831717,FBgn0020647,5,-,KrT95D,1
chr3R,19829138,19829486,FBgn0020647,6,-,KrT95D,1
chr3R,19825902,19826502,FBgn0020647,7,-,KrT95D,1
chr3R,19825356,19825839,FBgn0020647,8,-,KrT95D,1
chr3R,19824729,19825284,FBgn0020647,9,-,KrT95D,1
chr3R,19824552,19824668,FBgn0020647,10,-,KrT95D,1
chr3R,19824162,19824490,FBgn0020647,11,-,KrT95D,1
chrX,8136517,8136764,FBgn0020653,1,+,Trxr-1,1
chrX,8140127,8140472,FBgn0020653,2,+,Trxr-1,1
chrX,8140543,8140769,FBgn0020653,3,+,Trxr-1,1
chrX,8140841,8142072,FBgn0020653,4,+,Trxr-1,1
chr3L,12410253,12410680,FBgn0020655,1,-,ArfGAP1,1
chr3L,12409640,12410187,FBgn0020655,2,-,ArfGAP1,1
chr3L,12409375,12409579,FBgn0020655,3,-,ArfGAP1,1
chr3L,12409045,12409104,FBgn0020655,4,-,ArfGAP1,1
chr3L,12408126,12408969,FBgn0020655,5,-,ArfGAP1,1
chr2RHet,2901752,2901838,FBgn0020660,1,+,eIF-4B,1
chr2RHet,2902094,2903245,FBgn0020660,2,+,eIF-4B,1
chr2RHet,2912544,2912604,FBgn0020660,3,+,eIF-4B,1
chr2RHet,2915425,2915524,FBgn0020660,4,+,eIF-4B,1
chr2RHet,2917251,2917318,FBgn0020660,5,+,eIF-4B,1
chr2L,4333926,4334104,FBgn0020762,1,+,Atet,1
chr2L,4336450,4336957,FBgn0020762,2,+,Atet,1
chr2L,4341884,4342198,FBgn0020762,3,+,Atet,1
chr2L,4342398,4343695,FBgn0020762,4,+,Atet,1
chr2L,4343757,4343857,FBgn0020762,5,+,Atet,1
chr2L,4343920,4344208,FBgn0020762,6,+,Atet,1
chr2L,4344269,4345411,FBgn0020762,7,+,Atet,1
chr2R,19852290,19853650,FBgn0020764,1,+,Alas,1
chr2R,19853795,19854280,FBgn0020764,2,+,Alas,1
chr3L,6145768,6145845,FBgn0020765,1,-,Acp65Aa,1
chr3L,6145150,6145686,FBgn0020765,2,-,Acp65Aa,1
chr2R,9855852,9857107,FBgn0020766,1,+,PheRS-m,1
chr2R,9857177,9857407,FBgn0020766,2,+,PheRS-m,1
chr2R,10656783,10656927,FBgn0020767,1,-,Spred,1
chr2R,10655509,10655875,FBgn0020767,2,-,Spred,1
chr2R,10651565,10651742,FBgn0020767,3,-,Spred,1
chr2R,10651336,10651504,FBgn0020767,4,-,Spred,1
chr2R,10650424,10650579,FBgn0020767,5,-,Spred,1
chr2R,10647151,10650301,FBgn0020767,6,-,Spred,1
chr2L,7775804,7778027,FBgn0020880,1,-,CG7179,1
chr3L,19915899,19916562,FBgn0020887,1,-,Su(z)12,1
chr3L,19915785,19915831,FBgn0020887,2,-,Su(z)12,1
chr3L,19915067,19915556,FBgn0020887,3,-,Su(z)12,1
chr3L,19914152,19915004,FBgn0020887,4,-,Su(z)12,1
chr3L,19913254,19914086,FBgn0020887,5,-,Su(z)12,1
chr3L,19912459,19912620,FBgn0020887,6,-,Su(z)12,1
chr3L,19911342,19912390,FBgn0020887,7,-,Su(z)12,1
chr2L,4954279,4955144,FBgn0020906,1,-,Jon25Bi,1
chr3R,12409286,12409382,FBgn0020907,1,-,Scp2,1
chr3R,12404712,12404869,FBgn0020907,2,-,Scp2,1
chr3R,12403043,12403095,FBgn0020907,3,-,Scp2,1
chr3R,12402645,12402764,FBgn0020907,4,-,Scp2,1
chr3R,12400265,12401116,FBgn0020907,5,-,Scp2,1
chr2RHet,1742286,1742313,FBgn0020908,1,-,Scp1,1
chr2RHet,1742064,1742160,FBgn0020908,2,-,Scp1,1
chr2RHet,1738025,1738191,FBgn0020908,3,-,Scp1,1
chr2RHet,1729966,1730046,FBgn0020908,4,-,Scp1,1
chr2RHet,1712640,1712792,FBgn0020908,5,-,Scp1,1
chr2RHet,1707796,1708253,FBgn0020908,6,-,Scp1,1
chrX,13651212,13652116,FBgn0020909,1,+,Rtc1,1
chrX,13652183,13652339,FBgn0020909,2,+,Rtc1,1
chrX,13652393,13652631,FBgn0020909,3,+,Rtc1,1
chr3R,7047616,7047654,FBgn0020910,1,+,RpL3,1
chr3R,7047897,7048089,FBgn0020910,2,+,RpL3,1
chr3R,7048283,7048451,FBgn0020910,3,+,RpL3,1
chr3R,7048810,7049252,FBgn0020910,4,+,RpL3,1
chr3R,7049580,7049969,FBgn0020910,5,+,RpL3,1
chr3R,7050213,7050666,FBgn0020910,6,+,RpL3,1
chr3R,26738610,26739306,FBgn0020912,1,+,Ptx1,1
chr3R,26741662,26742443,FBgn0020912,2,+,Ptx1,1
chr3R,26749140,26749280,FBgn0020912,3,+,Ptx1,1
chr3R,26750035,26750288,FBgn0020912,4,+,Ptx1,1
chr3R,26754857,26755873,FBgn0020912,5,+,Ptx1,1
chr2R,8645051,8645408,FBgn0020930,1,+,Dgkepsilon,1
chr2R,8645467,8646474,FBgn0020930,2,+,Dgkepsilon,1
chr2R,8646531,8646848,FBgn0020930,3,+,Dgkepsilon,1
chr2R,8646904,8647226,FBgn0020930,4,+,Dgkepsilon,1
chrX,3688900,3689261,FBgn0021738,1,+,Crg-1,1
chrX,3690693,3691372,FBgn0021738,2,+,Crg-1,1
chrX,10861101,10861167,FBgn0021742,1,-,C901,1
chrX,10860448,10860587,FBgn0021742,2,-,C901,1
chrX,10860243,10860381,FBgn0021742,3,-,C901,1
chrX,10860024,10860182,FBgn0021742,4,-,C901,1
chrX,10859624,10859815,FBgn0021742,5,-,C901,1
chrX,10859492,10859552,FBgn0021742,6,-,C901,1
chrX,10859158,10859288,FBgn0021742,7,-,C901,1
chrX,10858152,10859099,FBgn0021742,8,-,C901,1
chr3R,11166407,11167939,FBgn0021750,1,+,SerRS-m,1
chr3L,21165953,21166145,FBgn0021760,1,+,chb,1
chr3L,21171197,21176378,FBgn0021760,2,+,chb,1
chr2L,11004823,11005078,FBgn0021761,1,+,Nup154,1
chr2L,11005139,11005301,FBgn0021761,2,+,Nup154,1
chr2L,11005368,11005861,FBgn0021761,3,+,Nup154,1
chr2L,11005921,11006093,FBgn0021761,4,+,Nup154,1
chr2L,11006162,11007132,FBgn0021761,5,+,Nup154,1
chr2L,11007192,11007431,FBgn0021761,6,+,Nup154,1
chr2L,11007495,11007656,FBgn0021761,7,+,Nup154,1
chr2L,11007715,11008261,FBgn0021761,8,+,Nup154,1
chr2L,11008320,11008845,FBgn0021761,9,+,Nup154,1
chr2L,11008911,11009377,FBgn0021761,10,+,Nup154,1
chr2L,11009443,11009565,FBgn0021761,11,+,Nup154,1
chr2L,11009627,11009878,FBgn0021761,12,+,Nup154,1
chrX,580873,581159,FBgn0021764,1,+,sdk,1
chrX,581606,581891,FBgn0021764,2,+,sdk,1
chrX,616292,616426,FBgn0021764,3,+,sdk,1
chrX,622584,622760,FBgn0021764,4,+,sdk,1
chrX,624269,625023,FBgn0021764,5,+,sdk,1
chrX,625092,625219,FBgn0021764,6,+,sdk,1
chrX,631202,631321,FBgn0021764,7,+,sdk,1
chrX,631543,631698,FBgn0021764,8,+,sdk,1
chrX,634460,634891,FBgn0021764,9,+,sdk,1
chrX,635712,635909,FBgn0021764,10,+,sdk,1
chrX,636563,639796,FBgn0021764,11,+,sdk,1
chrX,639867,640148,FBgn0021764,12,+,sdk,1
chrX,640550,640870,FBgn0021764,13,+,sdk,1
chrX,640937,641271,FBgn0021764,14,+,sdk,1
chrX,641422,643529,FBgn0021764,15,+,sdk,1
chrX,17985281,17985423,FBgn0021765,1,+,scu,1
chrX,17985588,17985687,FBgn0021765,2,+,scu,1
chrX,17985985,17986889,FBgn0021765,3,+,scu,1
chrX,8348165,8348327,FBgn0021767,1,-,org-1,1
chrX,8345925,8346313,FBgn0021767,2,-,org-1,1
chrX,8345616,8345848,FBgn0021767,3,-,org-1,1
chrX,8345390,8345546,FBgn0021767,4,-,org-1,1
chrX,8345131,8345292,FBgn0021767,5,-,org-1,1
chrX,8344137,8344204,FBgn0021767,6,-,org-1,1
chrX,8342266,8343193,FBgn0021767,7,-,org-1,1
chr3L,16798094,16798452,FBgn0021768,1,+,nudC,1
chr3L,16801494,16801719,FBgn0021768,2,+,nudC,1
chr3L,16801795,16802078,FBgn0021768,3,+,nudC,1
chr3L,16802268,16802457,FBgn0021768,4,+,nudC,1
chr3L,16812007,16812404,FBgn0021768,5,+,nudC,1
chr3L,16812468,16812632,FBgn0021768,6,+,nudC,1
chr3R,15757521,15760842,FBgn0021776,1,-,mira,1
chr2R,7258278,7258675,FBgn0021795,1,-,Tapdelta,1
chr2R,7257805,7258218,FBgn0021795,2,-,Tapdelta,1
chr2L,13004786,13005011,FBgn0021796,1,+,Tor,1
chr2L,13005067,13005287,FBgn0021796,2,+,Tor,1
chr2L,13005431,13005997,FBgn0021796,3,+,Tor,1
chr2L,13006353,13007086,FBgn0021796,4,+,Tor,1
chr2L,13007146,13009087,FBgn0021796,5,+,Tor,1
chr2L,13009136,13011691,FBgn0021796,6,+,Tor,1
chr2L,13011766,13013201,FBgn0021796,7,+,Tor,1
chr2L,3803581,3803730,FBgn0021800,1,+,Reph,1
chr2L,3806969,3807056,FBgn0021800,2,+,Reph,1
chr2L,3807133,3807461,FBgn0021800,3,+,Reph,1
chr2L,3807525,3809064,FBgn0021800,4,+,Reph,1
chr2R,3966374,3967561,FBgn0021814,1,-,Vps28,1
chr2R,13306916,13307104,FBgn0021818,1,-,cnk,1
chr2R,13306589,13306752,FBgn0021818,2,-,cnk,1
chr2R,13301476,13306529,FBgn0021818,3,-,cnk,1
chr2R,4779345,4779494,FBgn0021825,1,+,DCTN2-p50,1
chr2R,4779579,4780500,FBgn0021825,2,+,DCTN2-p50,1
chr2R,4780567,4780844,FBgn0021825,3,+,DCTN2-p50,1
chr2R,2101317,2101623,FBgn0021847,1,-,l(2)k14710,1
chr2R,2100974,2101256,FBgn0021847,2,-,l(2)k14710,1
chr2R,2100721,2100832,FBgn0021847,3,-,l(2)k14710,1
chr2R,2099724,2100663,FBgn0021847,4,-,l(2)k14710,1
chr2R,2099101,2099649,FBgn0021847,5,-,l(2)k14710,1
chr2R,2098233,2098360,FBgn0021847,6,-,l(2)k14710,1
chr2R,2098052,2098165,FBgn0021847,7,-,l(2)k14710,1
chr2R,2097792,2097988,FBgn0021847,8,-,l(2)k14710,1
chr2R,2097287,2097731,FBgn0021847,9,-,l(2)k14710,1
chr2L,21261168,21261334,FBgn0021856,1,+,l(2)k14505,1
chr2L,21261412,21261719,FBgn0021856,2,+,l(2)k14505,1
chr2L,21261777,21261957,FBgn0021856,3,+,l(2)k14505,1
chr2L,21262013,21262411,FBgn0021856,4,+,l(2)k14505,1
chr2R,17031050,17031641,FBgn0021872,1,+,Xbp1,1
chr2R,17031706,17033255,FBgn0021872,2,+,Xbp1,1
chr2L,6323767,6324118,FBgn0021873,1,+,NA,1
chr2L,6325173,6325297,FBgn0021873,2,+,NA,1
chr2L,6325357,6325602,FBgn0021873,3,+,NA,1
chr2L,6325713,6329487,FBgn0021873,4,+,NA,1
chr2L,6329548,6329697,FBgn0021873,5,+,NA,1
chr2L,6330123,6330563,FBgn0021873,6,+,NA,1
chr2L,6330771,6330886,FBgn0021873,7,+,NA,1
chr2L,6331044,6331750,FBgn0021873,8,+,NA,1
chr2L,567089,568121,FBgn0021874,1,-,Nle,1
chr2L,566680,567030,FBgn0021874,2,-,Nle,1
chr2L,566498,566624,FBgn0021874,3,-,Nle,1
chr2L,566366,566438,FBgn0021874,4,-,Nle,1
chr2R,20021528,20021807,FBgn0021875,1,+,Zfrp8,1
chr2R,20021865,20021949,FBgn0021875,2,+,Zfrp8,1
chr2R,20022004,20022928,FBgn0021875,3,+,Zfrp8,1
chr2R,19738457,19738619,FBgn0021895,1,-,ytr,1
chr2R,19738094,19738390,FBgn0021895,2,-,ytr,1
chr2R,19734693,19736322,FBgn0021895,3,-,ytr,1
chr2L,1613983,1614182,FBgn0021906,1,-,RFeSP,1
chr2L,1612692,1613423,FBgn0021906,2,-,RFeSP,1
chr2L,6964421,6965812,FBgn0021944,1,+,Coprox,1
chr2L,10516995,10517216,FBgn0021953,1,-,NA,1
chr2L,10516486,10516893,FBgn0021953,2,-,NA,1
chr2L,10512935,10513564,FBgn0021953,3,-,NA,1
chr2L,10512668,10512869,FBgn0021953,4,-,NA,1
chr2L,10511252,10512608,FBgn0021953,5,-,NA,1
chr2L,3466162,3466228,FBgn0021967,1,+,ND-PDSW,1
chr2L,3466316,3466416,FBgn0021967,2,+,ND-PDSW,1
chr2L,3466787,3467062,FBgn0021967,3,+,ND-PDSW,1
chr2L,3467133,3467326,FBgn0021967,4,+,ND-PDSW,1
chr2R,18954725,18954830,FBgn0021979,1,+,l(2)k09913,1
chr2R,18955155,18955364,FBgn0021979,2,+,l(2)k09913,1
chr2R,18955470,18955651,FBgn0021979,3,+,l(2)k09913,1
chr2R,18958130,18958411,FBgn0021979,4,+,l(2)k09913,1
chr2R,18958488,18959398,FBgn0021979,5,+,l(2)k09913,1
chr2R,4052390,4052553,FBgn0021995,1,+,Rs1,1
chr2R,4052612,4053436,FBgn0021995,2,+,Rs1,1
chr2R,4053621,4054353,FBgn0021995,3,+,Rs1,1
chr2R,4054414,4054957,FBgn0021995,4,+,Rs1,1
chr2R,4055019,4055274,FBgn0021995,5,+,Rs1,1
chr2L,5052655,5053094,FBgn0022023,1,-,eIF-3p40,1
chr2L,5051637,5052314,FBgn0022023,2,-,eIF-3p40,1
chr2L,5051193,5051570,FBgn0022023,3,-,eIF-3p40,1
chr2R,4512956,4513080,FBgn0022027,1,+,Vps25,1
chr2R,4513133,4513685,FBgn0022027,2,+,Vps25,1
chr2R,13307938,13308078,FBgn0022029,1,+,l(2)k01209,1
chr2R,13311161,13311468,FBgn0022029,2,+,l(2)k01209,1
chr2R,13311533,13311639,FBgn0022029,3,+,l(2)k01209,1
chr2R,13311703,13312010,FBgn0022029,4,+,l(2)k01209,1
chr2R,13312078,13312264,FBgn0022029,5,+,l(2)k01209,1
chr2R,13312324,13312917,FBgn0022029,6,+,l(2)k01209,1
chr2R,13312975,13313192,FBgn0022029,7,+,l(2)k01209,1
chr2R,10758425,10758575,FBgn0022063,1,-,NA,1
chr2R,10757554,10757817,FBgn0022063,2,-,NA,1
chr2R,10756412,10756537,FBgn0022063,3,-,NA,1
chr2R,10756133,10756348,FBgn0022063,4,-,NA,1
chr2R,10755738,10756067,FBgn0022063,5,-,NA,1
chr2R,10754989,10755676,FBgn0022063,6,-,NA,1
chr2R,10753013,10753580,FBgn0022063,7,-,NA,1
chr2R,10752847,10752952,FBgn0022063,8,-,NA,1
chr2R,10752677,10752779,FBgn0022063,9,-,NA,1
chr2R,10750236,10752563,FBgn0022063,10,-,NA,1
chr2R,10749700,10750173,FBgn0022063,11,-,NA,1
chr2R,10748661,10749626,FBgn0022063,12,-,NA,1
chr2L,13363300,13366188,FBgn0022069,1,-,Nnp-1,1
chr2R,11428922,11430003,FBgn0022097,1,+,Vha36-1,1
chr2L,4394196,4394489,FBgn0022153,1,+,l(2)k05819,1
chr2L,4394545,4395178,FBgn0022153,2,+,l(2)k05819,1
chr2L,4395236,4395950,FBgn0022153,3,+,l(2)k05819,1
chr2L,4396010,4396127,FBgn0022153,4,+,l(2)k05819,1
chr2L,4396810,4396906,FBgn0022153,5,+,l(2)k05819,1
chr2L,4396969,4399074,FBgn0022153,6,+,l(2)k05819,1
chr2L,4399137,4399299,FBgn0022153,7,+,l(2)k05819,1
chr2L,4399354,4399600,FBgn0022153,8,+,l(2)k05819,1
chr2L,4399661,4400105,FBgn0022153,9,+,l(2)k05819,1
chr2R,11750188,11750251,FBgn0022160,1,-,Gpo-1,1
chr2R,11748106,11748258,FBgn0022160,2,-,Gpo-1,1
chr2R,11747882,11748035,FBgn0022160,3,-,Gpo-1,1
chr2R,11747700,11747809,FBgn0022160,4,-,Gpo-1,1
chr2R,11747512,11747624,FBgn0022160,5,-,Gpo-1,1
chr2R,11746585,11747444,FBgn0022160,6,-,Gpo-1,1
chr2R,11745695,11746398,FBgn0022160,7,-,Gpo-1,1
chr2R,11745256,11745515,FBgn0022160,8,-,Gpo-1,1
chr2L,16824982,16825207,FBgn0022213,1,-,Cas,1
chr2L,16823640,16824499,FBgn0022213,2,-,Cas,1
chr2L,16823085,16823568,FBgn0022213,3,-,Cas,1
chr2L,16822714,16823016,FBgn0022213,4,-,Cas,1
chr2L,16822492,16822648,FBgn0022213,5,-,Cas,1
chr2L,16822135,16822435,FBgn0022213,6,-,Cas,1
chr2L,16821156,16822061,FBgn0022213,7,-,Cas,1
chr2R,2697904,2698019,FBgn0022224,1,-,ubl,1
chr2R,2697706,2697844,FBgn0022224,2,-,ubl,1
chr2R,2697516,2697640,FBgn0022224,3,-,ubl,1
chr2R,14045478,14045697,FBgn0022238,1,-,lolal,1
chr2R,14043397,14043670,FBgn0022238,2,-,lolal,1
chr2R,14042910,14042996,FBgn0022238,3,-,lolal,1
chr2R,14042350,14042847,FBgn0022238,4,-,lolal,1
chr2L,252227,252366,FBgn0022246,1,-,Rpp30,1
chr2L,251979,252166,FBgn0022246,2,-,Rpp30,1
chr2L,251856,251924,FBgn0022246,3,-,Rpp30,1
